pdf_page,book_page,number,cargo_name,parent_group,cas,marpol,fosfa,niop,eu,rel_density,solubility_c,boil_point_c,melt_point_c,viscosity_mpas,flash_point_c,static_accumulator,is_group_heading,raw_details
563,560,230,3-METHOXYBUTYL ACETATE,,4435-53-4,Y,,,,"0,955","6,5",171,,"1,3",62,,no,"CAS: 4435-53-4 | MARPOL: Y REL. DENSITY: 0,955 | SOLUBILITY [°C]: 6,5 | BOIL. POINT [°C]: 171 VISCOSITY [MPA*S]: 1,3 | FLASH POINT [°C]: 62"
563,560,231,METHYL AMYL ALCOHOL,,108-11-2,Z,,,,"0,807","1,6",132,-90,"5,2",41,,no,"CAS: 108-11-2 MARPOL: Z REL. DENSITY: 0,807 | SOLUBILITY [°C]: 1,6 | BOIL. POINT [°C]: 132 MELT. POINT [°C]: -90 | VISCOSITY [MPA*S]: 5,2 | FLASH POINT [°C]: 41"
563,560,232,METHYL FORMATE,,107-31-3,Z,,,,"0,97",30,32,-100,"0,35",-32,,no,"CAS: 107-31-3 MARPOL: Z REL. DENSITY: 0,97 | SOLUBILITY [°C]: 30 | BOIL. POINT [°C]: 32 MELT. POINT [°C]: -100 | VISCOSITY [MPA*S]: 0,35 | FLASH POINT [°C]: -32"
563,560,233,METHYL TERT-BUTYLETHER,,1634-04-4,Z,A,L2,A,"0,74","4,8",55,-109,"0,35",-34,YES,no,"CAS: 1634-04-4 MARPOL: Z | FOSFA: A NIOP: L2 EU: A REL. DENSITY: 0,74 | SOLUBILITY [°C]: 4,8 | BOIL. POINT [°C]: 55 MELT. POINT [°C]: -109 | VISCOSITY [MPA*S]: 0,35 | FLASH POINT [°C]: -34 | STATIC ACCUMULATOR: YES"
563,560,234,2-METHYL-1-PENTENE,,763-29-1,Y,,,,"0,68",INSOLUBLE,62,-136,,-26,,no,"CAS: 763-29-1 | MARPOL: Y REL. DENSITY: 0,68 | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 62 MELT. POINT [°C]: -136 | FLASH POINT [°C]: -26"
563,560,235,1-METHYL-2-PYRROLIDONE,,872-50-4,Y,,,,"1,03",COMPLETE,202,-23,,96,,no,"CAS: 872-50-4 | MARPOL: Y REL. DENSITY: 1,03 | SOLUBILITY [°C]: COMPLETE | BOIL. POINT [°C]: 202 MELT. POINT [°C]: -23 | FLASH POINT [°C]: 96"
563,560,236,2-METHYL-5-ETHYLPYRIDINE,,104-90-5,Y,,,,"0,92","1,2",178,-70,2,60,,no,"CAS: 104-90-5 | MARPOL: Y REL. DENSITY: 0,92 | SOLUBILITY [°C]: 1,2 | BOIL. POINT [°C]: 178 MELT. POINT [°C]: -70 | VISCOSITY [MPA*S]: 2 | FLASH POINT [°C]: 60"
564,561,237,METHYLACETATE,,79-20-9,Z,A,L2,A,"0,9",25,57,-98,"0,37 | FLASH POINT [°CJ: -10",,,no,"CAS: 79-20-9 | MARPOL: Z | FOSFA: A | NIOP: L2 | EU: A REL. DENSITY: 0,9 | SOLUBILITY [°C]: 25 | BOIL. POINT [°C]: 57 MELT. POINT [°C]: -98 | VISCOSITY [MPA*S]: 0,37 | FLASH POINT [°CJ: -10"
564,561,238,METHYLACETOACETATE,,105-45-3,Z,,,,"1,077",40,170,-80,,62,,no,"CAS: 105-45-3 MARPOL: Z REL. DENSITY: 1,077 | SOLUBILITY [°C]: 40 | BOIL. POINT [°C]: 170 MELT. POINT [°C]: -80 | FLASH POINT [°C]: 62"
564,561,239,METHYLACRYLATE,,96-33-3,Y,B,,,"0,95",@25°C,80,-77,"0,48",-3,YES,no,"CAS: 96-33-3 MARPOL: Y | FOSFA: B REL. DENSITY: 0,95 | SOLUBILITY [°C]: @25°C | BOIL. POINT [°C]: 80 MELT. POINT [°C]: -77 | VISCOSITY [MPA*S]: 0,48 | FLASH POINT [°C]: -3 | STATIC ACCUMULATOR: YES"
564,561,240,METHYLAMINE SOLUTIONS (42% OR LESS),,74-89-5,Y,,,,"0,89",COMPLETE,48,-38,,-13,,no,"CAS: 74-89-5 MARPOL: Y REL. DENSITY: 0,89 | SOLUBILITY [°C]: COMPLETE | BOIL. POINT [°C]: 48 MELT. POINT [°C]: -38 | FLASH POINT [°C]: -13"
564,561,241,METHYLAMYLACETATE,,108-84-9,Y,,,,"0,86","0,13",146,-64,"1,75",43,,no,"CAS: 108-84-9 | MARPOL: Y REL. DENSITY: 0,86 | SOLUBILITY [°C]: 0,13 | BOIL. POINT [°C]: 146 MELT. POINT [°C]: -64 | VISCOSITY [MPA*S]: 1,75 | FLASH POINT [°C]: 43"
564,561,242,METHYLAMYLKETONE,,110-43-0,Z,,,,"0,82","0,43",152,-35,,49,,no,"CAS: 110-43-0 | MARPOL: Z REL. DENSITY: 0,82 | SOLUBILITY [°C]: 0,43 | BOIL. POINT [°C]: 152 MELT. POINT [°C]: -35 | FLASH POINT [°C]: 49"
564,561,243,METHYLENECHLORIDE,,75-09-2,Y,,,,"1,3246",2,40,-96,"0,44",,,no,"CAS: 75-09-2 | MARPOL: Y REL. DENSITY: 1,3246 | SOLUBILITY [°C]: 2 | BOIL. POINT [°C]: 40 MELT. POINT [°C]: -96 | VISCOSITY [MPA*S]: 0,44"
564,561,244,METHYLENEDIPHENYLISOCYANATE,,101-68-8,Y,B,,,"1,23 (1.18 - 1.24)",REACTION,314,,80 (@25°C),196,,no,"CAS: 101-68-8 | MARPOL: Y | FOSFA: B REL. DENSITY: 1,23 (1.18 - 1.24) | SOLUBILITY [°C]: REACTION | BOIL. POINT [°C]: 314 VISCOSITY [MPA*S]: 80 (@25°C) | FLASH POINT [°C]: 196"
565,562,245,METHYLETHYLKETONE,,78-93-3,Z,A,L2,A,"0,805",25,80,-86,"0,42",-9,YES,no,"CAS: 78-93-3 | MARPOL: Z | FOSFA: A NIOP: L2 | EU: A REL. DENSITY: 0,805 | SOLUBILITY [°C]: 25 | BOIL. POINT [°C]: 80 MELT. POINT [°C]: -86 | VISCOSITY [MPA*S]: 0,42 | FLASH POINT [°C]: -9 | STATIC ACCUMULATOR: YES"
565,562,246,METHYLISOBUTYLKETONE,,108-10-1,Z,A,L2,A,"0,801",2,116,-85,"0,6",14,YES,no,"CAS: 108-10-1 | MARPOL: Z | FOSFA: A | NIOP: L2 | EU: A REL. DENSITY: 0,801 | SOLUBILITY [°C]: 2 | BOIL. POINT [°C]: 116 MELT. POINT [°C]: -85 | VISCOSITY [MPA*S]: 0,6 | FLASH POINT [°C]: 14 | STATIC ACCUMULATOR: YES"
565,562,247,METHYLMETHACRYLATE,,80-62-6,Y,B,,,"0,944","1,5",101,-48,"0,56",10,YES,no,"CAS: 80-62-6 | MARPOL: Y | FOSFA: B REL. DENSITY: 0,944 | SOLUBILITY [°C]: 1,5 | BOIL. POINT [°C]: 101 MELT. POINT [°C]: -48 | VISCOSITY [MPA*S]: 0,56 | FLASH POINT [°C]: 10 | STATIC ACCUMULATOR: YES"
565,562,248,METHYLNAPHTHALENES,,,,,,,,,,,,,,yes,
565,562,248,B-METHYLNAPHTHALENE,METHYLNAPHTHALENES,91-57-6,X,,,,1,INSOLUBLE,240,"34,6",,97,,no,"CAS: 91-57-6 | MARPOL: X REL. DENSITY: 1 | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 240 MELT. POINT [°C]: 34,6 | FLASH POINT [°C]: 97"
565,562,248,A-METHYLNAPHTHALENE,METHYLNAPHTHALENES,90-12-0,X,,,,"1,01",INSOLUBLE,244,-19,,78,,no,"CAS: 90-12-0 MARPOL: X REL. DENSITY: 1,01 | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 244 MELT. POINT [°C]: -19 | FLASH POINT [°C]: 78"
565,562,249,METHYLPROPYLKETONE,,107-87-9,Z,,,,"0,8",4,102,-78,"0,47",7,YES,no,"CAS: 107-87-9 | MARPOL: Z REL. DENSITY: 0,8 | SOLUBILITY [°C]: 4 | BOIL. POINT [°C]: 102 MELT. POINT [°C]: -78 | VISCOSITY [MPA*S]: 0,47 | FLASH POINT [°C]: 7 | STATIC ACCUMULATOR: YES"
565,562,250,METHYLSALICYLATE,,119-36-8,Y,,,,"1,18","0,07",222,-8,,100,,no,"CAS: 119-36-8 | MARPOL: Y REL. DENSITY: 1,18 | SOLUBILITY [°C]: 0,07 | BOIL. POINT [°C]: 222 MELT. POINT [°C]: -8 | FLASH POINT [°C]: 100"
566,563,251,A-METHYLSTYRENE,,98-83-9,Y,B,,,"0,91",INSOLUBLE,165,-23,"0,94",40,,no,"CAS: 98-83-9 | MARPOL: Y | FOSFA: B REL. DENSITY: 0,91 | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 165 MELT. POINT [°C]: -23 | VISCOSITY [MPA*S]: 0,94 | FLASH POINT [°C]: 40"
566,563,252,MIXED AROMATICS,,71-43-2,Y,,,,"0,86 (APPROX.)",INSOLUBLE,,"5,5",,4,YES,no,"CAS: 71-43-2 | MARPOL: Y REL. DENSITY: 0,86 (APPROX.) | SOLUBILITY [°C]: INSOLUBLE MELT. POINT [°C]: 5,5 | FLASH POINT [°C]: 4 | STATIC ACCUMULATOR: YES"
566,563,253,MOLASSES,,68476-78-8,OS,A,L1,A,"1,45 (UPPERLIMIT)",PARTLY SOL.,,20,5000 (UPPERLIMIT),,,no,"CAS: 68476-78-8 | MARPOL: OS | FOSFA: A | NIOP: L1 | EU: A REL. DENSITY: 1,45 (UPPERLIMIT) | SOLUBILITY [°C]: PARTLY SOL. MELT. POINT [°C]: 20 | VISCOSITY [MPA*S]: 5000 (UPPERLIMIT)"
566,563,254,MORPHOLINE,,110-91-8,Y,B,,,1,COMPLETE,128,-5,"2,23",32,,no,"CAS: 110-91-8 | MARPOL: Y | FOSFA: B REL. DENSITY: 1 | SOLUBILITY [°C]: COMPLETE | BOIL. POINT [°C]: 128 MELT. POINT [°C]: -5 | VISCOSITY [MPA*S]: 2,23 | FLASH POINT [°C]: 32"
566,563,255,MOTOR GASOLINE (UNLEADED),,86290-81-5,A1,,,,"0,75 (APPROX.)",INSOLUBLE,45,-20,"0,652",-20,YES,no,"CAS: 86290-81-5 | MARPOL: A1 REL. DENSITY: 0,75 (APPROX.) | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 45 MELT. POINT [°C]: -20 | VISCOSITY [MPA*S]: 0,652 FLASH POINT [°C]: -20 | STATIC ACCUMULATOR: YES"
566,563,256,MOTOR GASOLINE CONTAINING ETHANOL,,86290-81-5,A1,,,,"0,73 (@15°C)",INSOLUBLE,39,-20,"0,5",-40,YES,no,"CAS: 86290-81-5 | MARPOL: A1 REL. DENSITY: 0,73 (@15°C) | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 39 MELT. POINT [°C]: -20 | VISCOSITY [MPA*S]: 0,5 | FLASH POINT [°C]: -40 | STATIC ACCUMULATOR: YES"
566,563,257,MOTOR GASOLINE ULS (UNLEADED),,8006-61-9,A1,,,,"0,75 (APPROX.)",INSOLUBLE,45,-20,"0,652",-20,YES,no,"CAS: 8006-61-9 | MARPOL: A1 REL. DENSITY: 0,75 (APPROX.) | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 45 MELT. POINT [°C]: -20 | VISCOSITY [MPA*S]: 0,652 | FLASH POINT [°C]: -20 | STATIC ACCUMULATOR: YES"
566,563,258,MYRISTICACID,,544-63-8,Y,A,L2,A,"0,844",INSOLUBLE,326,54,5 (@ 75 deg C),110,,no,"CAS: 544-63-8 | MARPOL: Y | FOSFA: A | NIOP: L2 | EU: A REL. DENSITY: 0,844 SOLUBILITY [°C]: INSOLUBLE BOIL. POINT [°C]: 326 MELT. POINT [°C]: 54 | VISCOSITY [MPA*S]: 5 (@ 75 deg C) | FLASH POINT [°C]: 110"
567,564,259,"N,N-DIMETHYLCYCLOHEXYLAMINE",,98-94-2,Y,,,,"0,85",PARTLY Sol.,162,-40,,43,,no,"CAS: 98-94-2 | MARPOL: Y REL. DENSITY: 0,85 | SOLUBILITY [°C]: PARTLY Sol. | BOIL. POINT [°C]: 162 MELT. POINT [°C]: -40 | FLASH POINT [°C]: 43"
567,564,260,NAPHTHA,,64742-95-6,A1,,,,"0,85 (LOWERLIMIT)",UNKNOWN,130,,,15,YES,no,"CAS: 64742-95-6 | MARPOL: A1 REL. DENSITY: 0,85 (LOWERLIMIT) | SOLUBILITY [°C]: UNKNOWN | BOIL. POINT [°C]: 130 FLASH POINT [°C]: 15 | STATIC ACCUMULATOR: YES"
567,564,261,NATURAL GAS CONDENSATE,,68919-39-1,A1,,,,"0,65",INSOLUBLE,10,-86,1,-43,YES,no,"CAS: 68919-39-1 | MARPOL: A1 REL. DENSITY: 0,65 | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 10 MELT. POINT [°C]: -86 | VISCOSITY [MPA*S]: 1 | FLASH POINT [°C]: -43 | STATIC ACCUMULATOR: YES"
567,564,262,NATURAL GASOLINE,,68425-31-0,A1,,,,"0,65",SLIGHT,27,,,-18,YES,no,"CAS: 68425-31-0 | MARPOL: A1 REL. DENSITY: 0,65 | SOLUBILITY [°C]: SLIGHT | BOIL. POINT [°C]: 27 FLASH POINT [°C]: -18 | STATIC ACCUMULATOR: YES"
567,564,263,NEODECANOICACID,,26896-20-8,Y,,,,"0,91",SLIGHT,270,-40,41,129,,no,"CAS: 26896-20-8 MARPOL: Y REL. DENSITY: 0,91 | SOLUBILITY [°C]: SLIGHT | BOIL. POINT [°C]: 270 MELT. POINT [°C]: -40 | VISCOSITY [MPA*S]: 41 | FLASH POINT [°C]: 129"
568,565,264,NESSOLS,,,,,,,,,,,,,,yes,
568,565,264,NESSOL D100,NESSOLS,,Y,,,,"0,8",INSOLUBLE,222,-15,4,90,,no,"MARPOL: Y REL. DENSITY: 0,8 | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 222 MELT. POINT [°C]: -15 | VISCOSITY [MPA*S]: 4 | FLASH POINT [°C]: 90"
568,565,264,NESSOL D40,NESSOLS,64742-48-9,Y,,,,"0,8 (APPROX.)",SLIGHT,150,-15,2,38,YES,no,"CAS: 64742-48-9 | MARPOL: Y REL. DENSITY: 0,8 (APPROX.) | SOLUBILITY [°C]: SLIGHT | BOIL. POINT [°C]: 150 MELT. POINT [°C]: -15 | VISCOSITY [MPA*S]: 2 | FLASH POINT [°C]: 38 | STATIC ACCUMULATOR: YES"
568,565,264,NESSOL D60,NESSOLS,,Y,,,,"0,8 (APPROX.)",INSOLUBLE,175,-20,2,61,YES,no,"MARPOL: Y REL. DENSITY: 0,8 (APPROX.) | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 175 MELT. POINT [°C]: -20 | VISCOSITY [MPA*S]: 2 | FLASH POINT [°C]: 61 | STATIC ACCUMULATOR: YES"
568,565,264,NESSOL D80,NESSOLS,,Y,,,,"0,82 (APPROX.)",INSOLUBLE,200,-20,2,76,YES,no,"MARPOL: Y REL. DENSITY: 0,82 (APPROX.) | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 200 MELT. POINT [°C]: -20 | VISCOSITY [MPA*S]: 2 | FLASH POINT [°C]: 76 | STATIC ACCUMULATOR: YES"
568,565,264,PIPERYLENE CONCENTRATE,NESSOLS,68478-07-9,Y,,,,"0,68 (APPROX)",INSOLUBLE,42,-87,,-28,,no,"CAS: 68478-07-9 | MARPOL: Y REL. DENSITY: 0,68 (APPROX) | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 42 MELT. POINT [°C]: -87 | FLASH POINT [°C]: -28"
568,565,265,NITRIC ACID (LESS THAN 70%),,7697-37-2,Y,A,L2,,"1,408 (65%SOLUTION)",AQ.SOL.,121,-42,,,,no,"CAS: 7697-37-2 | MARPOL: Y | FOSFA: A | NIOP: L2 REL. DENSITY: 1,408 (65%SOLUTION) | SOLUBILITY [°C]: AQ.SOL. | BOIL. POINT [°C]: 121 MELT. POINT [°C]: -42"
569,566,266,NITROBENZENE,,98-95-3,Y,,,,"1,2","0,2",211,"5,7","2,013",88,YES,no,"CAS: 98-95-3 | MARPOL: Y REL. DENSITY: 1,2 | SOLUBILITY [°C]: 0,2 | BOIL. POINT [°C]: 211 MELT. POINT [°C]: 5,7 | VISCOSITY [MPA*S]: 2,013 | FLASH POINT [°C]: 88 | STATIC ACCUMULATOR: YES"
569,566,267,NITROETHANE,,79-24-3,Y,,,,"1,05","4,5",114,-50,"0,67",28,,no,"CAS: 79-24-3 | MARPOL: Y REL. DENSITY: 1,05 | SOLUBILITY [°C]: 4,5 | BOIL. POINT [°C]: 114 MELT. POINT [°C]: -50 | VISCOSITY [MPA*S]: 0,67 | FLASH POINT [°C]: 28"
569,566,268,NITROPROPANES,,,,,,,,,,,,,,yes,
569,566,268,1-NITROPROPANE,NITROPROPANES,108-03-2,Y,,,,1,"1,7",132,-108,,33,,no,"CAS: 108-03-2 | MARPOL: Y REL. DENSITY: 1 | SOLUBILITY [°C]: 1,7 | BOIL. POINT [°C]: 132 MELT. POINT [°C]: -108 | FLASH POINT [°C]: 33"
569,566,268,2-NITROPROPANE,NITROPROPANES,79-46-9,Y,,,,"0,99","1,7",120,-93,"0,77",24,,no,"CAS: 79-46-9 | MARPOL: Y REL. DENSITY: 0,99 | SOLUBILITY [°C]: 1,7 BOIL. POINT [°C]: 120 MELT. POINT [°C]: -93 | VISCOSITY [MPA*S]: 0,77 | FLASH POINT [°C]: 24"
569,566,269,N-OCTYL ACETATE,,112-14-1,Y,,,,"0,872",INSOLUBLE,200,-38,,83,,no,"CAS: 112-14-1 | MARPOL: Y REL. DENSITY: 0,872 | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 200 MELT. POINT [°C]: -38 | FLASH POINT [°C]: 83"
569,566,270,NONANOICACID,,112-05-0,Y,A,L2,A,"0,906",INSOLUBLE,252,13,,100,,no,"CAS: 112-05-0 | MARPOL: Y | FOSFA: A | NIOP: L2 | EU: A REL. DENSITY: 0,906 | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 252 MELT. POINT [°C]: 13 | FLASH POINT [°C]: 100"
569,566,271,1-NONANOL,,143-08-8,Y,A,L2,A,"0,828",INSOLUBLE,213,-11,"10,73",98,,no,"CAS: 143-08-8 | MARPOL: Y | FOSFA: A | NIOP: L2 | EU: A REL. DENSITY: 0,828 | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 213 MELT. POINT [°C]: -11 | VISCOSITY [MPA*S]: 10,73 | FLASH POINT [°C]: 98"
570,567,272,NONENE,,27215-95-8,Y,,,,"0,74",INSOLUBLE,134,-76,"0,8",20,YES,no,"CAS: 27215-95-8 | MARPOL: Y REL. DENSITY: 0,74 | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 134 MELT. POINT [°C]: -76 | VISCOSITY [MPA*S]: 0,8 | FLASH POINT [°C]: 20 | STATIC ACCUMULATOR: YES"
570,567,273,NONYLPHENOL,,25154-52-3,X,,,,"0,95","0,3",295,2,563,140,,no,"CAS: 25154-52-3 | MARPOL: X REL. DENSITY: 0,95 | SOLUBILITY [°C]: 0,3 | BOIL. POINT [°C]: 295 MELT. POINT [°C]: 2 | VISCOSITY [MPA*S]: 563 | FLASH POINT [°C]: 140"
570,567,274,NORM-ALKANES (C10+),,8002-74-2,Y,,,,"0,77 (APPROX.)",INSOLUBLE,240,8,"2,6 (@40 ° C)",115,,no,"CAS: 8002-74-2 | MARPOL: Y REL. DENSITY: 0,77 (APPROX.) | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 240 MELT. POINT [°C]: 8 | VISCOSITY [MPA*S]: 2,6 (@40 ° C) | FLASH POINT [°C]: 115"
570,567,275,NORM-BUTANOL,,71-36-3,Z,A,L2,A,"0,81",8,118,-89,"2,95",29,,no,"CAS: 71-36-3 MARPOL: Z | FOSFA: A NIOP: L2 | EU: A REL. DENSITY: 0,81 | SOLUBILITY [°C]: 8 | BOIL. POINT [°C]: 118 MELT. POINT [°C]: -89 | VISCOSITY [MPA*S]: 2,95 | FLASH POINT [°C]: 29"
570,567,276,NORM-BUTYLACRYLATE,,141-32-2,Y,B,,,"0,9","0,2",147,-65,"0,84",37,YES,no,"CAS: 141-32-2 | MARPOL: Y | FOSFA: B REL. DENSITY: 0,9 | SOLUBILITY [°C]: 0,2 | BOIL. POINT [°C]: 147 MELT. POINT [°C]: -65 VISCOSITY [MPA*S]: 0,84 FLASH POINT [°C]: 37 | STATIC ACCUMULATOR: YES"
570,567,277,NORM-BUTYLAMINE,,109-73-9,Y,,,,"0,74",COMPLETE,78,-50,"0,68",-12,,no,"CAS: 109-73-9 | MARPOL: Y REL. DENSITY: 0,74 | SOLUBILITY [°C]: COMPLETE | BOIL. POINT [°C]: 78 MELT. POINT [°C]: -50 | VISCOSITY [MPA*S]: 0,68 | FLASH POINT [°C]: -12"
570,567,278,NORM-BUTYLBUTYRATE,,109-21-7,Y,,,,"0,87",INSOLUBLE,165,-92,1 (APPROX.),50,,no,"CAS: 109-21-7 | MARPOL: Y REL. DENSITY: 0,87 | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 165 MELT. POINT [°C]: -92 | VISCOSITY [MPA*S]: 1 (APPROX.) | FLASH POINT [°C]: 50"
570,567,279,NORM-BUTYLMETHACRYLATE,,97-88-1,Z,,,,"0,89",@ 25°C,163,-50,"0,94 (@ 25°C)",48,YES,no,"CAS: 97-88-1 | MARPOL: Z REL. DENSITY: 0,89 | SOLUBILITY [°C]: @ 25°C | BOIL. POINT [°C]: 163 MELT. POINT [°C]: -50 | VISCOSITY [MPA*S]: 0,94 (@ 25°C) | FLASH POINT [°C]: 48 | STATIC ACCUMULATOR: YES"
571,568,280,NORM-DODECANE,,112-40-3,Y,,,,"0,75",INSOLUBLE,216,-10,"1,35 | FLASH POINT [°CJ: 74",,,no,"CAS: 112-40-3 | MARPOL: Y REL. DENSITY: 0,75 | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 216 MELT. POINT [°C]: -10 | VISCOSITY [MPA*S]: 1,35 | FLASH POINT [°CJ: 74"
571,568,281,NORM-HEPTANE,,142-82-5,X,A,L2,A,"0,7",INSOLUBLE,90,-91,1,-5,YES,no,"CAS: 142-82-5 | MARPOL: X | FOSFA: A | NIOP: L2 | EU: A REL. DENSITY: 0,7 | SOLUBILITY [°C]: INSOLUBLE BOIL. POINT [°C]: 90 MELT. POINT [°C]: -91 | VISCOSITY [MPA*S]: 1 | FLASH POINT [°C]: -5 | STATIC ACCUMULATOR: YES"
571,568,282,NORM-HEPTANOICACID,,111-14-8,Z,A,L2,A,"0,918","0,24",223,"-7,5",,107,,no,"CAS: 111-14-8 | MARPOL: Z | FOSFA: A | NIOP: L2 | EU: A REL. DENSITY: 0,918 | SOLUBILITY [°C]: 0,24 | BOIL. POINT [°C]: 223 MELT. POINT [°C]: -7,5 | FLASH POINT [°C]: 107"
571,568,283,NORM-HEPTENES (MIXED ISOMERS),,25339-56-4,Y,,,,"0,7",INSOLUBLE,95,-110,"0,35",-6,YES,no,"CAS: 25339-56-4 | MARPOL: Y REL. DENSITY: 0,7 | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 95 MELT. POINT [°C]: -110 | VISCOSITY [MPA*S]: 0,35 | FLASH POINT [°C]: -6 | STATIC ACCUMULATOR: YES"
571,568,284,NORM-HEXANE,,110-54-3,Y,A,L2,A,"0,66",INSOLUBLE,69,-95,"0,3 (@25 °C)",-22,YES,no,"CAS: 110-54-3 | MARPOL: Y | FOSFA: A |NIOP: L2 | EU: A REL. DENSITY: 0,66 | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 69 MELT. POINT [°C]: -95 | VISCOSITY [MPA*S]: 0,3 (@25 °C) | FLASH POINT [°C]: -22 | STATIC ACCUMULATOR: YES"
571,568,285,NORM-NONANE,,111-84-2,X,A,L2,,"0,718",INSOLUBLE,151,-51,"0,72",31,YES,no,"CAS: 111-84-2 | MARPOL: X | FOSFA: A | NIOP: L2 REL. DENSITY: 0,718 | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 151 MELT. POINT [°C]: -51 | VISCOSITY [MPA*S]: 0,72 | FLASH POINT [°C]: 31 | STATIC ACCUMULATOR: YES"
571,568,286,NORM-PENTANE,,109-66-0,Y,A,L2,A,"0,63",INSOLUBLE,36,-130,"0,24",-35,YES,no,"CAS: 109-66-0 | MARPOL: Y | FOSFA: A | NIOP: L2 | EU: A REL. DENSITY: 0,63 | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 36 MELT. POINT [°C]: -130 | VISCOSITY [MPA*S]: 0,24 | FLASH POINT [°C]: -35 | STATIC ACCUMULATOR: YES"
572,569,287,NORM-PROPANOL,,71-23-8,Y,A,L2,A,"0,805",COMPLETE,97,-127,2,24,,no,"CAS: 71-23-8 | MARPOL: Y | FOSFA: A | NIOP: L2 | EU: A REL. DENSITY: 0,805 | SOLUBILITY [°C]: COMPLETE | BOIL. POINT [°C]: 97 MELT. POINT [°C]: -127 | VISCOSITY [MPA*S]: 2 | FLASH POINT [°C]: 24"
572,569,288,NORM-PROPANOLAMINE,,156-87-6,Y,,,,"0,98",COMPLETE,184,12,,80,,no,"CAS: 156-87-6 | MARPOL: Y REL. DENSITY: 0,98 | SOLUBILITY [°C]: COMPLETE | BOIL. POINT [°C]: 184 MELT. POINT [°C]: 12 | FLASH POINT [°C]: 80"
572,569,289,NORM-PROPYLACETATE,,109-60-4,Y,A,L2,A,"0,888",2,"101,5",-93,"0,6",12,YES,no,"CAS: 109-60-4 | MARPOL: Y | FOSFA: A | NIOP: L2 | EU: A REL. DENSITY: 0,888 | SOLUBILITY [°C]: 2 | BOIL. POINT [°C]: 101,5 MELT. POINT [°C]: -93 | VISCOSITY [MPA*S]: 0,6 | FLASH POINT [°C]: 12 | STATIC ACCUMULATOR: YES"
572,569,290,N-PROPYLAMINE,,107-10-8,Z,B,,,"0,714",COMPLETE,"47,8",-83,,-37 o,,no,"CAS: 107-10-8 MARPOL: Z | FOSFA: B REL. DENSITY: 0,714 | SOLUBILITY [°C]: COMPLETE | BOIL. POINT [°C]: 47,8 MELT. POINT [°C]: -83 | FLASH POINT [°C]: -37 o"
572,569,291,1-OCTADECANOL,,112-92-5,Y,A,L2,A,"0,81 (@ 60 °C)",INSOLUBLE,340,55,,,,no,"CAS: 112-92-5 | MARPOL: Y | FOSFA: A | NIOP: L2 | EU: A REL. DENSITY: 0,81 (@ 60 °C) | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 340 MELT. POINT [°C]: 55"
573,570,292,OCTANES,,,,,,,,,,,,,,yes,
573,570,292,ISOOCTANE,OCTANES,540-84-1,X,,,,"0,7",INSOLUBLE,99,-107,,-12,YES,no,"CAS: 540-84-1 | MARPOL: X REL. DENSITY: 0,7 | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 99 MELT. POINT [°C]: -107 | FLASH POINT [°C]: -12 | STATIC ACCUMULATOR: YES"
573,570,292,NORM-OCTANE,OCTANES,111-65-9,X,,,,"0,703",INSOLUBLE,126,-57,"0,55",12,YES,no,"CAS: 111-65-9 | MARPOL: X REL. DENSITY: 0,703 | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 126 MELT. POINT [°C]: -57 | VISCOSITY [MPA*S]: 0,55 | FLASH POINT [°C]: 12 STATIC ACCUMULATOR: YES"
